id_parada,fecha_operacion,tiempo_operacion_h,unidades_producidas,defectos_unidades,temperatura_promedio_c,velocidad_real_u_h,causa_parada,criticidad,duracion_parada_min,costo_parada_soles,observacion,turnos_nombre,turnos_supervisor,turnos_hora_inicio,turnos_hora_fin,procesos_nombre,procesos_familia,procesos_temperatura_objetivo_c,procesos_velocidad_objetivo_u_h,maquinas_nombre,maquinas_linea,maquinas_tipo_maquina,maquinas_antiguedad_anios
461,2026-01-07,10.96,3171,26,,367.13,Espera de operador,Media,48.63,1149.06,OK,Manana,Ana Torres,06:00,14:00,Preparacion de insumo,Preparacion,45.0,520.0,prensa 02,Linea A,Prensado,6.78
462,2026-03-05,10.0,1853,6,154.57,207.76,Mantenimiento correctivo,Baja, 41.62 ,S/ 1183.62,Revisar sensor,Tarde,Luis Ramos,14:00,22:00,Tratamiento termico,Termico,155.0,260.0,Cortadora 03,Linea B,Corte,5.06
463,2026-03-13,9.09,1630,6,30.09,263.05,Falla mecanica,Critica,68.18,3037.23,OK,Noche,Diana Flores,22:00,06:00,Enfriamiento controlado,Termico,30.0,300.0,Empacadora 04,Linea B,Empaque,3.64
464,2026-06-19,4.0,1209,26,64.58,345.87,Falla mecanica,Media,38.76,1023.14,,Noche,Diana Flores,22:00,06:00,Moldeado inicial,Transformacion,70.0,410.0,Cortadora 03,Linea B,Corte,5.06
465,04-06-2026,2.95,738,24,28.96,366.53,Falla electrica,Baja,41.41,1250.71,OK,Noche,Diana Flores,22:00,06:00,Control de calidad,CaLiDaD,23.0,350.0,prensa 02,Linea A,Prensado,6.78
466,2026-03-21,10.17 aprox,2437,15,156.1,261.6 aprox,MaNtEnImIeNtO CoRrEcTiVo,Baja,65.96,1965.85,OK,Noche,Diana Flores,22:00,06:00,Tratamiento termico,Termico,155.0,260.0,Horno 05,linea c,TeRmIcO,10.14
467,2026-04-21,4.09,730,13,157.12,265.08,Falla mecanica,Media,33.17,1200.78,,Tarde,Luis Ramos,14:00,22:00,Tratamiento termico,Termico,155.0,260.0,Etiquetadora 06,Linea C,Etiquetado,2.46
468,2026-03-27,5.57,2050,31,63.36,395.98,Limpieza no programada,Media,57.48,1951.93,Revisar sensor,Tarde,Luis Ramos,14:00,22:00,Moldeado inicial,Transformacion,70.0,410.0,Horno 05,linea c,TeRmIcO,10.14
469,2026-06-17,6.27,3032 aprox,7,40.34,552.17,Falla  mecanica,Media,44.08,1236.76,atencion mantenimiento,Manana,Ana Torres,06:00,14:00,Corte de piezas,transformacion,38.0,620.0,Llenadora 07,Linea D,Llenado,5.65
470,2026-04-24,10.36,4084,27,79.71,419.44,Espera de operador,  Alta ,60.64,1411.66,ATENCION MANTENIMIENTO,Noche,Diana Flores,22:00,06:00,Moldeado inicial,Transformacion,70.0,410.0,Horno 05,linea c,TeRmIcO,10.14
471, 2026-05-10 ,7.8,3647,16,27.09,598.46,Cambio de formato,Media,37.55,1210.14,Validar causa,Noche,Diana Flores,22:00,06:00,Empaque primario,Empaque,24.0,720.0,Llenadora 07,Linea D,Llenado,5.65
472,2026-06-05,7.95,3898,24,47.01,,Falta de insumo,Media,"37,54","917,53",Atencion mantenimiento,Noche,Diana Flores,22:00,06:00,Corte de piezas,transformacion,38.0,620.0,Etiquetadora 06,Linea C,Etiquetado,2.46
473,2026-02-12,6.77,3837, 15 ,20.01,855.87,Mantenimiento correctivo,Media,49.05,1595.76,Validar causa,Tarde,Luis Ramos,14:00,22:00,Etiquetado final,Empaque,24.0,880.0,Cortadora 03,Linea B,Corte,5.06
474,2026-05-26,10.02,4801,32,27.59,651.34,Mantenimiento correctivo,Baja,75.6,2584.95,Validar causa,Noche,Diana Flores,22:00,06:00,Corte de piezas,transformacion,38.0,620.0,Horno 05,linea c,TeRmIcO,10.14
475,2026-04-10,6.23,2423,17,21.25,571.33,ajuste de calidad,ALTA,59.57,1791.35,,Noche,Diana Flores,22:00,06:00,Empaque primario,Empaque,24.0,720.0,Horno 05,linea c,TeRmIcO,10.14
476, 2026-04-07 ,"9,0",4155,32,52.47,532.3,Limpieza no programada,  Media ,"52,36",1674.77,Revisar sensor,Tarde,Luis Ramos,14:00,22:00,Preparacion de insumo,Preparacion,45.0,520.0,Horno 05,linea c,TeRmIcO,10.14
477,2026-04-16,2.71,,,148.07,220.94,Ajuste de calidad,Media,64.41,2228.52,Revisar  sensor,Noche,Diana Flores,22:00,06:00,Tratamiento termico,Termico,155.0,260.0,prensa 02,Linea A,Prensado,6.78
478,2026/01/20,4.89,1945,30 aprox,25.3,589.59,Falta de insumo,Alta,89.51 aprox,2220.33,OK,Noche,Diana Flores,22:00,06:00,Corte de piezas,transformacion,38.0,620.0,prensa 02,Linea A,Prensado,6.78
479,2026-03-13,"10,41",5199,31,36.33,617.87,Mantenimiento correctivo,Alta,64.6,2200.79,Revisar sensor,Manana,Ana Torres,06:00,14:00,Etiquetado final,Empaque,24.0,880.0,Empacadora 04,Linea B,Empaque,3.64
480,2026-03-11,7.65,,18,26.59,659.43,Ajuste de calidad,Alta,55.05,1233.37,Validar causa,Noche,Diana Flores,22:00,06:00,Empaque primario,Empaque,24.0,720.0,Selladora 08,Linea D,Sellado,7.96
481,2026-01-10,2.83,1103,11,75.14,407.92,Espera de operador,MEDIA,39.46,994.33,,Tarde,Luis Ramos,14:00,22:00,Moldeado inicial,Transformacion,70.0,410.0,Selladora 08,Linea D,Sellado,7.96
482,2026-04-14,11.31,5384,19,44.98,501.95,Limpieza no programada,Baja,50.45,1749.31,validar causa,Tarde,Luis Ramos,14:00,22:00,Preparacion de insumo,Preparacion,45.0,520.0,Horno 05,linea c,TeRmIcO,10.14
483,2026-01-03,8.54,1897,11,152.72,230.81,Limpieza no programada,Baja,32.77,1197.28,Revisar sensor,Noche,Diana Flores,22:00,06:00,Tratamiento termico,Termico,155.0,260.0,Etiquetadora 06,Linea C,Etiquetado,2.46
484,2026-01-05,8.18,2390,13,"73,38",317.58,Espera de operador,,33.95,1019.03,,Tarde,Luis Ramos,14:00,22:00,Moldeado inicial,Transformacion,70.0,410.0,prensa 02,Linea A,Prensado,6.78
485,2026-01-24,6.62,3572,18,21.89,707.63,Mantenimiento correctivo,Critica,89.44 aprox,3181.0,Atencion mantenimiento,Manana,Ana Torres,06:00,14:00,Etiquetado final,Empaque,24.0,880.0,prensa 02,Linea A,Prensado,6.78
486,2026-03-04,,,32,"39,75",,Espera de operador,Alta,57.72,1713.04,,Manana,Ana Torres,06:00,14:00,Enfriamiento controlado,Termico,30.0,300.0,Selladora 08,Linea D,Sellado,7.96
487,2026-03-02,7.41,,24,37.71,537.86,Limpieza  no  programada,BAJA,46.62,1495.05,OK,Manana,Ana Torres,06:00,14:00,Preparacion de insumo,Preparacion,45.0,520.0,Selladora 08,Linea D,Sellado,7.96
488, 2026-06-12 ,9.3,3493,11,42.31,532.72,FALLA ELECTRICA,Media,56.01,1896.32,ATENCION MANTENIMIENTO,Tarde,Luis Ramos,14:00,22:00,Corte de piezas,transformacion,38.0,620.0,prensa 02,Linea A,Prensado,6.78
489,2026-03-18,4.31,1257,12,74.07,,  Cambio de formato ,Media,16.83,500.92,,Tarde,Luis Ramos,14:00,22:00,Moldeado inicial,Transformacion,70.0,410.0,Mezcladora 01,Linea A,Mezclado,4.18
490,,3.98,1909,16,44.36,525.47,,Media,33.29,975.89,Validar causa,Manana,Ana Torres,06:00,14:00,Preparacion de insumo,Preparacion,45.0,520.0,prensa 02,Linea A,Prensado,6.78
491,2026-02-12,9.3,3975,24,29.85,541.2,Espera de operador,Baja,33.06,726.61,,Tarde,Luis Ramos,14:00,22:00,Empaque primario,Empaque,24.0,720.0,Horno 05,linea c,TeRmIcO,10.14
492,06-06-2026,5.27,2632,18,25.95,,EsPeRa dE OpErAdOr,MEDIA,41.25,1403.72,Revisar sensor,Tarde,Luis Ramos,14:00,22:00,Etiquetado final,Empaque,24.0,880.0,Horno 05,linea c,TeRmIcO,10.14
493,2026-05-07,"4,67",720,15,30.01,220.64,falta de insumo,Alta,57.63,1364.98,,Manana,Ana Torres,06:00,14:00,Enfriamiento controlado,Termico,30.0,300.0,Horno 05,linea c,TeRmIcO,10.14
494,2026-06-08, 10.53 ,3633, 3 ,44.23,456.42,Cambio de formato,,,692.46,  Atencion mantenimiento ,Manana,Ana Torres,06:00,14:00,Preparacion de insumo,Preparacion,45.0,520.0,Etiquetadora 06,Linea C,Etiquetado,2.46
495,2026-02-23, 5.62 ,1253,16,151.04,254.28,  Mantenimiento correctivo ,Alta,79.34,2579.08,Validar causa,Tarde,Luis Ramos,14:00,22:00,Tratamiento termico,Termico,155.0,260.0,Cortadora 03,Linea B,Corte,5.06
496,2026-01-12,8.49,2103,17,22.37,327.56,Mantenimiento correctivo,  Media ,51.93,1551.96,Atencion mantenimiento,Noche,Diana Flores,22:00,06:00,Control de calidad,CaLiDaD,23.0,350.0,Etiquetadora 06,Linea C,Etiquetado,2.46
497,2026-06-25,6.44,1791,14,77.09,350.05,Espera de operador,Critica,70.8,1838.26,OK,Noche,Diana Flores,22:00,06:00,Moldeado inicial,Transformacion,70.0,410.0,Empacadora 04,Linea B,Empaque,3.64
498,2026/02/08,6.49,5365,14,21.5,901.65,Espera de operador,Media,52.81,1115.28,,Manana,Ana Torres,06:00,14:00,Etiquetado final,Empaque,24.0,880.0,Mezcladora 01,Linea A,Mezclado,4.18
499,2026-03-18,5.03,1216,34,36.89,254.87,Ajuste de calidad,Baja,47.78,1515.64,,Tarde,Luis Ramos,14:00,22:00,Control de calidad,CaLiDaD,23.0,350.0,prensa 02,Linea A,Prensado,6.78
500,2026-05-19,6.91,4330,20,16.84,640.04,Mantenimiento correctivo,, 56.19 ,1543.17,Revisar sensor,Tarde,Luis Ramos,14:00,22:00,Etiquetado final,Empaque,24.0,880.0,Cortadora 03,Linea B,Corte,5.06
